id,name_ko,name_en,description,ingredients,category,spicy_level,image_url
518,대하구이,Grilled Prawn,Salt-grilled prawn. Prawn is in season in fall.,,구이 [Gui],,
519,대합구이,Grilled Hard Clams,"Chopped hard clams, beef, bean curd, and shiitake mushroom mixed with seasonings and cooked on hard clam shells on a grill or roasted in a pan. This delicacy used to be served at the royal court and on special occasions.",,구이 [Gui],,
520,더덕구이,Grilled Deodeok,Deodeok (bonnet bellflower root) brushed with sweet and spicy gochujang and grilled. The slightly bitter deodeok root has health benefits similar to ginseng.,,구이 [Gui],,
521,도루묵구이,Grilled Sailfin Sandfish,"Here, sailfin sandfish is brushed with a sauce and grilled. Salt is sprinkled on the fish some 30 minutes before grilling in order to make the flesh firm and remove the fishy smell.",,구이 [Gui],,
522,도리뱅뱅,Spicy Braised Freshwater Sprats,"Freshwater sprats arranged in a circle in a pan and fried before braising with a spicy sauce. A local specialty of the Okcheon area of North Chungcheong Province, this dish is popular for the crisp texture and savory taste of the fish. ",,구이 [Gui],,
523,도미구이,Grilled Sea Bream,"This dish is made by grilling cleaned snapper while brushing with sesame oil. Be sure not to turn the fish until one side is completely cooked, so as not to damage the skin.",,구이 [Gui],,
524,돼지갈비구이,Grilled Spareribs,"Pork spareribs butterflied or accordion cut, marinated in a sweet soy sauce mixture, and chargrilled.Red chili powder or gochujang may be added to make it spicy.",,구이 [Gui],,
525,돼지막창구이,Grilled Pork Intestine,"Pig’s entrails grilled or roasted. The supply of pig’s entrails is rather limited, as one pig provides only 250 grams of entrails. This dish used to be popular in Daegu and other parts of Gyeongsang Province, but it is now enjoyed widely across the nation.",,구이 [Gui],,
526,등갈비구이,Grilled Back Ribs,Boiled pork back ribs seasoned and grilled. The meat on the bone is chewy and delicious.,,구이 [Gui],,
527,등심구이,Grilled Sirloin,Grilled sirloin is often eaten with an oil-based dipping sauce or leafy vegetables.,,구이 [Gui],,
528,떡갈비,Grilled Short Rib Patties,"Minced beef rib meat seasoned with garlic and soy sauce, molded around the bone and chargrilled while brushing with a soy sauce mixture. It is characterized by its soft yet chewy texture.",,구이 [Gui],,
529,막창구이,Grilled Beef Reed Tripe,Grilled pig’s or cow’s entrails served with salt or an oil-based dipping sauce.,,구이 [Gui],,
530,매운족발,Spicy Braised Pigs' Feet ,"This dish is prepared by boiling pig’s (or ox) feet and then grilling while brushing with a mixture of gochujang (red chili paste), red chili powder, soy sauce, syrup, and chopped garlic. This spicy dish is especially delicious when cooked over a fire.",,구이 [Gui],,
531,모던불고기,Modern Bulgogi,"For this dish, minced beef is marinated in seasoning and flattened. The round, flattened beef patty is then fried until crispy on the outside and tender on the inside. It is served with a salad on top and a small bun underneath.",,구이 [Gui],,
532,목살구이,Grilled Pork Neck,Grilled pork neck seasoned with salt and pepper. The dish tastes great with a doenjang (soybean paste) dipping sauce and vegetables.,,구이 [Gui],,
533,바싹불고기,Thin-sliced Bulgogi,"Thinly sliced beef marinated in a mixture of soy sauce and other seasonings for about two days, spread on a grill, and cooked over a fire, which allows the meat to retain its moisture. ",,구이 [Gui],,
534,병어구이,Grilled Pomfret,Scored and salted pomfret cooked on a preheated grill and garnished with chopped green onion and dried red pepper threads before serving. This dish can also be prepared by grilling pomfret and drizzling with a soy sauce mixed with red chili powder.,,구이 [Gui],,
535,보리굴비,Barley-aged Dried Yellow Croaker,"Yellow corvine dried in the wind blowing in from the sea and aged in an earthen pot filled with barley, thus the name “Bori (barley) gulbi (dried yellow corvina).” When soaked in rice water and lightly steamed, Borigulbi takes on a unique flavor.",,구이 [Gui],,
536,복불고기,Puffer Fish Bulgogi,Puffer fish meat stir-fried with bean sprouts and other vegetables in a spicy sauce. The soft yet spicy puffer fish meat with crunchy bean sprouts pairs perfectly with rice and alcoholic beverages.,,구이 [Gui],,
537,북어구이,Grilled Dried Pollack,"Dried pollack soaked in water, drained, tenderized by pounding with a paddle, and marinated in a sauce and grilled. Grilled dried pollack serves as a tasty side dish with rice.",,구이 [Gui],,
538,불고기,Bulgogi,"Bulgogi is prepared with beef that has been marinated in soy sauce, honey, minced green onion, garlic, sesame seeds, and pepper, and then grilled. The excess liquid can be mixed with rice, which tastes as good as the bulgogi itself.",,구이 [Gui],,
539,삼겹살,Grilled Pork Belly,Fat-streaked pork belly grilled and dipped in salt or ssamjang (red soybean paste dip). Also eaten wrapped in lettuce leaves.,,구이 [Gui],,
540,삼치구이,Grilled Spotted Mackerel,"Cleaned Japanese Spanish mackerel cooked on a grill or roasted in a pan. This type of mackerel is a meaty fish with a soft texture, which makes it especially good for elderly people and children.",,구이 [Gui],,
541,새우구이,Grilled Shrimp,Grilled shrimp is made by grilling deveined shrimp with coarse salt in a covered pan. These salted and grilled shrimps are a popular snack served with drinks.,,구이 [Gui],,
542,생선구이,Grilled Fish,"A variety of fish, including mackerel, saury, and cutlassfish, are grilled and seasoned with salt or gochujang to taste.",,구이 [Gui],,
543,생선양념구이,Seasoned Grilled Fish,"This dish is made by grilling fish that is scaled, gutted, finned, and brushed with oil. The grilled fish is glazed with a gochujang (red chili paste) sauce and then grilled again. Yellow corvina and mackerel are often used for the dish and the spicy taste is great.",,구이 [Gui],,
544,석쇠돼지불고기,Grilled Pork Bulgogi,"Marinated pork cooked on a preheated grill. The pork is cooked over a fire and has a rich flavor. However, it should be turned frequently so as not to burn the sauce.",,구이 [Gui],,
545,소갈비구이,Grilled Beef Ribs,"Beef short ribs butterflied or accordion cut, marinated in a sweet soy sauce mixture, and char-grilled.",,구이 [Gui],,
546,소고기구이,Grilled Beef,"This is beef grilled over charcoal, which is one of the most popular ways of cooking beef in Korea.",,구이 [Gui],,
547,소고기편채,Sliced Beef with Vegetables,Sliced beef coated with sweet rice powder and pan-frieduntil crisp. Shredded vegetables are wrapped in the beef and dipped in a soy-mustard sauce. Called deungshimpyeonchae (beef sirloin and vegetables) or anshimpyeonchae (beef tenderloin and vegetables) according to the cut of beef used.,,구이 [Gui],,
548,소곱창구이,Grilled Beef Small Intestine,"Beef small intestines cooked mostly on a stone. In the past, grilled beef intestines was an inexpensive dish popular among those who could not afford to eat beef. However, it has now become an expensive delicacy in Korea.",,구이 [Gui],,
549,소시지떡꼬치,Sausage and Rice Cake Skewers,"Sausages and cylinder-shaped rice cake (garaetteok) alternately threaded on a skewer, fried, and topped with ketchup, chili, mustard, or gochujang (red chili paste) sauce.",,구이 [Gui],,
550,솥뚜껑삼겹살,Caldron Lid-grilled Pork Belly,Sliced pork belly cooked on a caldron lid. Cast iron caldron lids are now widely used for grilling pork belly.,,구이 [Gui],,
551,숯불닭갈비,Spicy Charcoal-grilled Chicken,"Chicken marinated in a gochujang (red chili paste) sauce and cooked on a charcoal grill. This dish is a local specialty of Chuncheon, Gangwon Province.",,구이 [Gui],,
552,숯불삼겹살,Charcoal-grilled Pork Belly,"Pork belly grilled over charcoal. Cooking the pork belly over charcoal makes the meat lean and juicy, as it allows all the fat to drain off. This dish has the unique flavor of meat grilled over a fire.",,구이 [Gui],,
553,양곱창구이,Grilled Beef Tripe,"Beef tripe marinated in a sauce and grilled. The tripe is cleaned by kneading with flour, which removes the odor and the membrane. It is chewier than beef.",,구이 [Gui],,
554,양념갈비,Marinated Grilled Beef RibsMarinated Grilled Pork Ribs,"One of the most popular Korean dishes, this dish of marinated beef or pork ribs tastes excellent when grilled. The beef ribs are marinated in soy sauce, while the pork ribs are marinated in seasoned gochujang.",,구이 [Gui],,
555,양념장어구이,Grilled Seasoned Eel,"Cleaned eel marinated in a gochujang (red chili paste) sauce and grilled. Eel is a high-energy food with high levels of vitamins A, B, and C. It also helps improve skin health and slow the aging process.",,구이 [Gui],,
556,언양불고기,Eonyang Bulgogi,"A local specialty of Eonyang-up, Ulsan, this dish is made by marinating beef in a soy sauce-based sauce and cooking on a grill. It is sprinkled with sesame seeds before serving.",,구이 [Gui],,
557,오리구이,Grilled Duck,"Sliced duck with the skin on, seasoned with salt and pepper, and grilled.Served with doenjang (soybean paste) ormustard-soy dipping sauce. Also eatenwrapped in crispy vegetable leaves.",,구이 [Gui],,
558,오리로스,Grilled Duck,"Duck sliced with the skin still on, sprinkled with salt and pepper, and grilled. This dish is served with a doenjang (soybean paste) or mustard dipping sauce and leafy vegetables.",,구이 [Gui],,
559,오리불고기,Duck Bulgogi,"Duck meat cut into bite-sized pieces, marinated in a gochujang (red chili paste) sauce, and cooked on a grill. Rich in unsaturated fatty acids, duck is a popular energy-boosting food in Korea.",,구이 [Gui],,
560,오징어구이,Grilled Squid,"Squid is characterized by its chewy texture and always seems to taste best in autumn. This dish features peeled squid scored diagonally across the mantle, brushed with gochujang, and grilled.",,구이 [Gui],,
561,오징어불고기,Squid Bulgogi,"Scored squid cut into bite-sized pieces, mixed with a soy or gochujang (red chili paste) sauce, and grilled. Squid is a low-calorie food with high levels of taurine, making it ideal for weight loss and treating fatigue.",,구이 [Gui],,
562,옥돔구이,Grilled Red Tilefish,"Red tilefish butterflied, salted, half-dried, and pan-fried. Red tilefish soup boiled with brown seaweed and zucchini tastes just as great as the grilled version.",,구이 [Gui],,
563,은어구이,Grilled Sweetfish,"Whole sweetfish drizzled with salt and grilled. A summer delicacy with a refreshing taste and fragrance similar to watermelon, sweetfish is in its prime every summer from July to September.",,구이 [Gui],,
564,임연수구이,Grilled Greenling Fish,"Cleaned atka mackerel butterflied and grilled. The skin of atka mackerel tastes so good that there is an old saying that, once hooked, one will squander all his or her money to get more of the fish.",,구이 [Gui],,
565,장어구이,Grilled Eel,"Cleaned eel are seasoned with salt, soy sauce, gochujang, and others to taste, and then grilled. Eel is rich in vitamins A, B, and C, which fight aging and keep the skin healthy and youthful.",,구이 [Gui],,
566,장작구이통닭,Wood-grilled Chicken,"Several whole chickens skewered on a long stick and wood-grilled while the skewer is rotated. Cooking the chicken over a fire makes the meat lean and juicy, as it allows all the fat to drain off.",,구이 [Gui],,
